2026-07-25 19:55:08,959 | INFO | knowledge_collector.crawl_progress | Current page: 1 | Pages completed: 0 | Pages remaining: 1 | Queue size: 1 | Visited pages: 0 | Current depth: 0 | Elapsed time: 00:00 | Estimated remaining time: 00:00 | Current URL: https://owasp.org/Top10/2021/A01_2021-Broken_Access_Control/index.html
2026-07-26 18:15:43,701 | INFO | knowledge_collector.crawl_progress | Current page: 207 | Pages completed: 188 | Pages remaining: 787 | Queue size: 787 | Visited pages: 188 | Current depth: 2 | Elapsed time: 02:52 | Estimated remaining time: 12:01 | Current URL: https://owasp.org/www-project-secure-api-gateway-blueprint
2026-07-26 18:15:44,299 | INFO | knowledge_collector.crawl_progress | Current page: 208 | Pages completed: 189 | Pages remaining: 787 | Queue size: 787 | Visited pages: 189 | Current depth: 2 | Elapsed time: 02:53 | Estimated remaining time: 12:00 | Current URL: https://owasp.org/www-project-secure-by-design-framework
2026-07-26 18:15:45,214 | INFO | knowledge_collector.crawl_progress | Current page: 209 | Pages completed: 190 | Pages remaining: 787 | Queue size: 787 | Visited pages: 190 | Current depth: 2 | Elapsed time: 02:54 | Estimated remaining time: 12:00 | Current URL: https://owasp.org/www-project-secure-coding-playbook
2026-07-26 18:15:45,962 | INFO | knowledge_collector.crawl_progress | Current page: 210 | Pages completed: 191 | Pages remaining: 787 | Queue size: 787 | Visited pages: 191 | Current depth: 2 | Elapsed time: 02:55 | Estimated remaining time: 11:59 | Current URL: https://owasp.org/www-project-secure-coding-practices-quick-reference-guide
2026-07-26 18:15:46,639 | INFO | knowledge_collector.crawl_progress | Current page: 211 | Pages completed: 192 | Pages remaining: 794 | Queue size: 794 | Visited pages: 192 | Current depth: 2 | Elapsed time: 02:55 | Estimated remaining time: 12:05 | Current URL: https://owasp.org/www-project-secure-logging-benchmark
2026-07-26 18:15:47,285 | INFO | knowledge_collector.crawl_progress | Current page: 212 | Pages completed: 193 | Pages remaining: 794 | Queue size: 794 | Visited pages: 193 | Current depth: 2 | Elapsed time: 02:56 | Estimated remaining time: 12:03 | Current URL: https://owasp.org/www-project-security-bridge
2026-07-26 18:15:47,891 | INFO | knowledge_collector.crawl_progress | Current page: 213 | Pages completed: 194 | Pages remaining: 795 | Queue size: 795 | Visited pages: 194 | Current depth: 2 | Elapsed time: 02:56 | Estimated remaining time: 12:03 | Current URL: https://owasp.org/www-project-security-culture
2026-07-26 18:15:48,572 | INFO | knowledge_collector.crawl_progress | Current page: 214 | Pages completed: 195 | Pages remaining: 798 | Queue size: 798 | Visited pages: 195 | Current depth: 2 | Elapsed time: 02:57 | Estimated remaining time: 12:05 | Current URL: https://owasp.org/www-project-security-pins
2026-07-26 18:15:49,164 | INFO | knowledge_collector.crawl_progress | Current page: 215 | Pages completed: 196 | Pages remaining: 798 | Queue size: 798 | Visited pages: 196 | Current depth: 2 | Elapsed time: 02:58 | Estimated remaining time: 12:04 | Current URL: https://owasp.org/www-project-serverless-top-10
2026-07-26 18:15:49,792 | INFO | knowledge_collector.crawl_progress | Current page: 216 | Pages completed: 197 | Pages remaining: 798 | Queue size: 798 | Visited pages: 197 | Current depth: 2 | Elapsed time: 02:58 | Estimated remaining time: 12:02 | Current URL: https://owasp.org/www-project-smart-contract-security-testing-guide
2026-07-26 18:15:50,443 | INFO | knowledge_collector.crawl_progress | Current page: 217 | Pages completed: 198 | Pages remaining: 800 | Queue size: 800 | Visited pages: 198 | Current depth: 2 | Elapsed time: 02:59 | Estimated remaining time: 12:03 | Current URL: https://owasp.org/www-project-smart-contract-security-verification-standard
2026-07-26 18:15:51,077 | INFO | knowledge_collector.crawl_progress | Current page: 218 | Pages completed: 199 | Pages remaining: 800 | Queue size: 800 | Visited pages: 199 | Current depth: 2 | Elapsed time: 03:00 | Estimated remaining time: 12:02 | Current URL: https://owasp.org/www-project-smart-contract-top-10
2026-07-26 18:15:51,813 | INFO | knowledge_collector.crawl_progress | Current page: 219 | Pages completed: 200 | Pages remaining: 836 | Queue size: 836 | Visited pages: 200 | Current depth: 2 | Elapsed time: 03:00 | Estimated remaining time: 12:34 | Current URL: https://owasp.org/www-project-snakes-and-ladders
2026-07-26 18:15:52,515 | INFO | knowledge_collector.crawl_progress | Current page: 220 | Pages completed: 201 | Pages remaining: 840 | Queue size: 840 | Visited pages: 201 | Current depth: 2 | Elapsed time: 03:01 | Estimated remaining time: 12:37 | Current URL: https://owasp.org/www-project-software-component-verification-standard
2026-07-26 18:15:53,160 | INFO | knowledge_collector.crawl_progress | Current page: 221 | Pages completed: 202 | Pages remaining: 842 | Queue size: 842 | Visited pages: 202 | Current depth: 2 | Elapsed time: 03:02 | Estimated remaining time: 12:37 | Current URL: https://owasp.org/www-project-software-security-5d-framework
2026-07-26 18:15:53,725 | INFO | knowledge_collector.crawl_progress | Current page: 222 | Pages completed: 203 | Pages remaining: 842 | Queue size: 842 | Visited pages: 203 | Current depth: 2 | Elapsed time: 03:02 | Estimated remaining time: 12:36 | Current URL: https://owasp.org/www-project-state-of-appsec-survey
2026-07-26 18:15:54,305 | INFO | knowledge_collector.crawl_progress | Current page: 223 | Pages completed: 204 | Pages remaining: 842 | Queue size: 842 | Visited pages: 204 | Current depth: 2 | Elapsed time: 03:03 | Estimated remaining time: 12:35 | Current URL: https://owasp.org/www-project-threat-and-safeguard-matrix
2026-07-26 18:15:54,963 | INFO | knowledge_collector.crawl_progress | Current page: 224 | Pages completed: 205 | Pages remaining: 842 | Queue size: 842 | Visited pages: 205 | Current depth: 2 | Elapsed time: 03:04 | Estimated remaining time: 12:34 | Current URL: https://owasp.org/www-project-threat-modeling
2026-07-26 18:15:55,778 | INFO | knowledge_collector.crawl_progress | Current page: 225 | Pages completed: 206 | Pages remaining: 845 | Queue size: 845 | Visited pages: 206 | Current depth: 2 | Elapsed time: 03:04 | Estimated remaining time: 12:36 | Current URL: https://owasp.org/www-project-threat-modeling-playbook
2026-07-26 18:15:56,392 | INFO | knowledge_collector.crawl_progress | Current page: 226 | Pages completed: 207 | Pages remaining: 845 | Queue size: 845 | Visited pages: 207 | Current depth: 2 | Elapsed time: 03:05 | Estimated remaining time: 12:35 | Current URL: https://owasp.org/www-project-threat-modelling-guide
2026-07-26 18:15:57,122 | INFO | knowledge_collector.crawl_progress | Current page: 227 | Pages completed: 208 | Pages remaining: 845 | Queue size: 845 | Visited pages: 208 | Current depth: 2 | Elapsed time: 03:06 | Estimated remaining time: 12:34 | Current URL: https://owasp.org/www-project-top-10-ci-cd-security-risks
2026-07-26 18:15:57,898 | INFO | knowledge_collector.crawl_progress | Current page: 228 | Pages completed: 209 | Pages remaining: 854 | Queue size: 854 | Visited pages: 209 | Current depth: 2 | Elapsed time: 03:06 | Estimated remaining time: 12:42 | Current URL: https://owasp.org/www-project-top-10-client-side-security-risks
2026-07-26 18:15:58,517 | INFO | knowledge_collector.crawl_progress | Current page: 229 | Pages completed: 210 | Pages remaining: 857 | Queue size: 857 | Visited pages: 210 | Current depth: 2 | Elapsed time: 03:07 | Estimated remaining time: 12:43 | Current URL: https://owasp.org/www-project-top-10-drone-security-risks
2026-07-26 18:15:59,107 | INFO | knowledge_collector.crawl_progress | Current page: 230 | Pages completed: 211 | Pages remaining: 857 | Queue size: 857 | Visited pages: 211 | Current depth: 2 | Elapsed time: 03:08 | Estimated remaining time: 12:42 | Current URL: https://owasp.org/www-project-top-10-for-business-logic-abuse
2026-07-26 18:15:59,743 | INFO | knowledge_collector.crawl_progress | Current page: 231 | Pages completed: 212 | Pages remaining: 867 | Queue size: 867 | Visited pages: 212 | Current depth: 2 | Elapsed time: 03:08 | Estimated remaining time: 12:50 | Current URL: https://owasp.org/www-project-top-10-for-large-language-model-applications
2026-07-26 18:16:00,336 | INFO | knowledge_collector.crawl_progress | Current page: 232 | Pages completed: 213 | Pages remaining: 878 | Queue size: 878 | Visited pages: 213 | Current depth: 2 | Elapsed time: 03:09 | Estimated remaining time: 12:59 | Current URL: https://owasp.org/www-project-top-10-for-maritime-security
2026-07-26 18:16:00,946 | INFO | knowledge_collector.crawl_progress | Current page: 233 | Pages completed: 214 | Pages remaining: 878 | Queue size: 878 | Visited pages: 214 | Current depth: 2 | Elapsed time: 03:10 | Estimated remaining time: 12:57 | Current URL: https://owasp.org/www-project-top-10-in-xr
2026-07-26 18:16:01,899 | INFO | knowledge_collector.crawl_progress | Current page: 234 | Pages completed: 215 | Pages remaining: 878 | Queue size: 878 | Visited pages: 215 | Current depth: 2 | Elapsed time: 03:10 | Estimated remaining time: 12:58 | Current URL: https://owasp.org/www-project-top-10-privacy-risks
2026-07-26 18:16:02,733 | INFO | knowledge_collector.crawl_progress | Current page: 235 | Pages completed: 216 | Pages remaining: 878 | Queue size: 878 | Visited pages: 216 | Current depth: 2 | Elapsed time: 03:11 | Estimated remaining time: 12:58 | Current URL: https://owasp.org/www-project-top-25-parameters
2026-07-26 18:16:03,373 | INFO | knowledge_collector.crawl_progress | Current page: 236 | Pages completed: 217 | Pages remaining: 879 | Queue size: 879 | Visited pages: 217 | Current depth: 2 | Elapsed time: 03:12 | Estimated remaining time: 12:57 | Current URL: https://owasp.org/www-project-top-ten-card-game
2026-07-26 18:16:04,238 | INFO | knowledge_collector.crawl_progress | Current page: 237 | Pages completed: 218 | Pages remaining: 879 | Queue size: 879 | Visited pages: 218 | Current depth: 2 | Elapsed time: 03:13 | Estimated remaining time: 12:57 | Current URL: https://owasp.org/www-project-torbot
2026-07-26 18:16:04,869 | INFO | knowledge_collector.crawl_progress | Current page: 238 | Pages completed: 219 | Pages remaining: 879 | Queue size: 879 | Visited pages: 219 | Current depth: 2 | Elapsed time: 03:13 | Estimated remaining time: 12:56 | Current URL: https://owasp.org/www-project-vulnerability-communication-guide
2026-07-26 18:16:05,629 | INFO | knowledge_collector.crawl_progress | Current page: 239 | Pages completed: 219 | Pages remaining: 878 | Queue size: 878 | Visited pages: 219 | Current depth: 2 | Elapsed time: 03:14 | Estimated remaining time: 12:59 | Current URL: https://owasp.org/www-project-vulnerability-management-guide
2026-07-26 18:16:06,501 | INFO | knowledge_collector.crawl_progress | Current page: 240 | Pages completed: 220 | Pages remaining: 880 | Queue size: 880 | Visited pages: 220 | Current depth: 2 | Elapsed time: 03:15 | Estimated remaining time: 13:00 | Current URL: https://owasp.org/www-project-web-hacking-incident-database
2026-07-26 18:16:07,097 | INFO | knowledge_collector.crawl_progress | Current page: 241 | Pages completed: 221 | Pages remaining: 880 | Queue size: 880 | Visited pages: 221 | Current depth: 2 | Elapsed time: 03:16 | Estimated remaining time: 12:59 | Current URL: https://owasp.org/www-project-web-mapper
2026-07-26 18:16:07,690 | INFO | knowledge_collector.crawl_progress | Current page: 242 | Pages completed: 222 | Pages remaining: 880 | Queue size: 880 | Visited pages: 222 | Current depth: 2 | Elapsed time: 03:16 | Estimated remaining time: 12:58 | Current URL: https://owasp.org/www-project-web3-wallet-security
2026-07-26 18:16:08,285 | INFO | knowledge_collector.crawl_progress | Current page: 243 | Pages completed: 223 | Pages remaining: 881 | Queue size: 881 | Visited pages: 223 | Current depth: 2 | Elapsed time: 03:17 | Estimated remaining time: 12:58 | Current URL: https://owasp.org/www-project-wi-fi-security-testing-guide
2026-07-26 18:16:08,854 | INFO | knowledge_collector.crawl_progress | Current page: 244 | Pages completed: 224 | Pages remaining: 881 | Queue size: 881 | Visited pages: 224 | Current depth: 2 | Elapsed time: 03:17 | Estimated remaining time: 12:56 | Current URL: https://owasp.org/www-project-devsecops
2026-07-26 18:16:10,133 | INFO | knowledge_collector.crawl_progress | Current page: 245 | Pages completed: 225 | Pages remaining: 883 | Queue size: 883 | Visited pages: 225 | Current depth: 2 | Elapsed time: 03:19 | Estimated remaining time: 13:00 | Current URL: https://owasp.org/www-project-enterprise-devsecops
2026-07-26 18:16:10,714 | INFO | knowledge_collector.crawl_progress | Current page: 246 | Pages completed: 226 | Pages remaining: 883 | Queue size: 883 | Visited pages: 226 | Current depth: 2 | Elapsed time: 03:19 | Estimated remaining time: 12:59 | Current URL: https://owasp.org/www-project-podcast
2026-07-26 18:16:11,292 | INFO | knowledge_collector.crawl_progress | Current page: 247 | Pages completed: 227 | Pages remaining: 884 | Queue size: 884 | Visited pages: 227 | Current depth: 2 | Elapsed time: 03:20 | Estimated remaining time: 12:58 | Current URL: https://owasp.org/www-project-spotlight-series
2026-07-26 18:16:11,905 | INFO | knowledge_collector.crawl_progress | Current page: 248 | Pages completed: 228 | Pages remaining: 884 | Queue size: 884 | Visited pages: 228 | Current depth: 2 | Elapsed time: 03:20 | Estimated remaining time: 12:57 | Current URL: https://owasp.org/projects/leaders
2026-07-26 18:16:12,916 | INFO | knowledge_collector.crawl_progress | Current page: 249 | Pages completed: 229 | Pages remaining: 892 | Queue size: 892 | Visited pages: 229 | Current depth: 2 | Elapsed time: 03:21 | Estimated remaining time: 13:05 | Current URL: https://owasp.org/projects/status
2026-07-26 18:16:14,083 | INFO | knowledge_collector.crawl_progress | Current page: 250 | Pages completed: 230 | Pages remaining: 1027 | Queue size: 1027 | Visited pages: 230 | Current depth: 2 | Elapsed time: 03:23 | Estimated remaining time: 15:05 | Current URL: https://owasp.org/gsoc/gsoc2025
2026-07-26 18:16:14,755 | INFO | knowledge_collector.crawl_progress | Current page: 251 | Pages completed: 231 | Pages remaining: 1028 | Queue size: 1028 | Visited pages: 231 | Current depth: 2 | Elapsed time: 03:23 | Estimated remaining time: 15:05 | Current URL: https://owasp.org/cdn-cgi/l/email-protection
2026-07-26 18:16:14,809 | INFO | knowledge_collector.crawl_progress | Current page: 252 | Pages completed: 231 | Pages remaining: 1027 | Queue size: 1027 | Visited pages: 231 | Current depth: 2 | Elapsed time: 03:23 | Estimated remaining time: 15:04 | Current URL: https://owasp.org/donate
2026-07-26 18:16:15,152 | INFO | knowledge_collector.crawl_progress | Current page: 253 | Pages completed: 231 | Pages remaining: 1026 | Queue size: 1026 | Visited pages: 231 | Current depth: 2 | Elapsed time: 03:24 | Estimated remaining time: 15:05 | Current URL: https://owasp.org/supporters/packages
2026-07-26 18:16:15,548 | INFO | knowledge_collector.crawl_progress | Current page: 254 | Pages completed: 232 | Pages remaining: 1028 | Queue size: 1028 | Visited pages: 232 | Current depth: 2 | Elapsed time: 03:24 | Estimated remaining time: 15:04 | Current URL: https://owasp.org/supporters/benefits
2026-07-26 18:16:16,105 | INFO | knowledge_collector.crawl_progress | Current page: 255 | Pages completed: 233 | Pages remaining: 1027 | Queue size: 1027 | Visited pages: 233 | Current depth: 2 | Elapsed time: 03:25 | Estimated remaining time: 15:02 | Current URL: https://owasp.org/supporters/list
2026-07-26 18:16:16,445 | INFO | knowledge_collector.crawl_progress | Current page: 256 | Pages completed: 233 | Pages remaining: 1026 | Queue size: 1026 | Visited pages: 233 | Current depth: 2 | Elapsed time: 03:25 | Estimated remaining time: 15:03 | Current URL: https://owasp.org/supporters/whatsnew
